Block Height,TxPool Size,# of all Txs,Diff,Balance,DeltaBalance,Tax,Subsidy,f_itx_min,f_ctx_min,P_itx_min,P_ctx_min,StartTime,EndTime,BlockInterval(ms)
1,2782,2000,51852675693000,0,0,155558027079000,51852675693000,65211238365000,117063914058000,0,0
2,4312,2000,-194729854977000,-102046065763824000,-102046065763824000,-84441972921000,-28147324307000,294835513581000,100105658604000,0,0
3,7219,2000,57971387271000,-189978306898892000,-87932241135068000,89472188892000,29824062964000,69121554600000,127092941871000,0,0
4,10165,2000,-56459169669000,-242587953967388000,-52609647068496000,-79905320115000,-26635106705000,184448030781000,127988861112000,0,0
5,13274,2000,342794954796000,-400907028221908000,-158319074254520000,160094679885000,53364893295000,119205045204000,462000000000000,0,0
6,14292,2000,-172365163026000,-506142597799648000,-105235569577740000,-79905320115000,-26635106705000,322503568254000,150138405228000,0,0
7,17175,2000,73984564794000,-605225194742248000,-99082596942600000,142048374267000,47349458089000,104767365381000,178751930175000,0,0
8,18938,2000,-249152932938000,-699545315255536000,-94320120513288000,-97951625733000,-32650541911000,400180035402000,151027102464000,0,0
9,21378,2000,66462556881000,-835893978275872000,-136348663020336000,101436044910000,33812014970000,83370000000000,149832556881000,0,0
10,23559,2000,-67298682360000,-902571271796712000,-66677293520840000,-100460002170000,-33486667390000,210000000000000,142701317640000,0,0
11,26131,2000,70951245792000,-1076567995555152000,-173996723758440000,112393735206000,37464578402000,73518919593000,144470165385000,0,0
12,28127,2000,-119254053870000,-1150598002477504000,-74030006922352000,-127606264794000,-42535421598000,256474939182000,137220885312000,0,0
13,25538,2000,74740639617000,-1359021568307704000,-208423565830200000,96615654057000,32205218019000,62799285486000,137539925103000,0,0
14,27367,2000,-170243328738000,-1422787899985324000,-63766331677620000,-143384345943000,-47794781981000,302400000000000,132156671262000,0,0
15,20117,2000,117487862394000,-1599819772442948000,-177031872457624000,96615654057000,32205218019000,50699322849000,168187185243000,0,0
16,21960,2000,-64081184706000,-1663457283248492000,-63637510805544000,-95627900061000,-31875966687000,194104783761000,130023599055000,0,0
17,24041,2000,76019206578000,-1775660685986732000,-112203402738240000,132429719673000,44143239891000,53500631919000,129519838497000,0,0
18,25864,2000,-132901615203000,-1862181436173092000,-86520750186360000,-107570280327000,-35856760109000,259399999992000,126498384789000,0,0
19,23638,2000,70769079696000,-1965162051206140000,-102980615033048000,104736958761000,34912319587000,55230920304000,126000000000000,0,0
20,25283,2000,-191567101299000,-2032752301926572000,-67590250720432000,-135263041239000,-45087680413000,315000000000000,123432898701000,0,0
21,20399,2000,67067040684000,-2210758464197096000,-178006162270524000,65938080813000,21979360271000,56070000000000,123137040684000,0,0
22,23374,2000,-27415015824000,-2249793808038392000,-39035343841296000,-16306966659000,-5435655553000,148722876015000,121307860191000,0,0
23,26317,2000,146279250432000,-2281211897134732000,-31418089096340000,223693033341000,74564344447000,98622345906000,244901596338000,0,0
24,27512,2000,-268877157108000,-2429744071273156000,-148532174138424000,-16306966659000,-5435655553000,420000000000000,151122842892000,0,0
25,30284,2000,69322709337000,-2446159751043216000,-16415679770060000,191661161351997,63887053783999,96360836082000,165683545419000,0,0
26,31707,2000,-270326670138000,-2572656117535534020,-126496366492318020,-48338838648003,-16112946216001,420000000000000,149673329862000,0,0
27,34283,2000,83395914714000,-2619705920486256940,-47049802950722920,191661161351997,63887053783999,63604085286000,147000000000000,0,0
28,35787,2000,-239757740145000,-2746202286978574960,-126496366492318020,-48338838648003,-16112946216001,379540591605000,139782851460000,0,0
29,38261,2000,61392684087000,-2780619540095953096,-34417253117378136,135839213612997,45279737870999,76662410433000,138055094520000,0,0
30,40162,2000,-152588272347000,-2870273421080531116,-89653880984578020,-104160786387003,-34720262129001,288358341516000,135770069169000,0,0
31,42666,2000,124350925251000,-3039708300270055996,-169434879189524880,135839213612997,45279737870999,68470096044000,192821021295000,0,0
32,44446,2000,-175556446149000,-3129181062303150020,-89472762033094024,-104160786387003,-34720262129001,310810333218000,135253887069000,0,0
33,45673,2000,79277391732000,-3244313451522917336,-115132389219767316,133671388808997,44557129602999,54600000000000,133877391732000,0,0
34,47222,2000,-186011132055000,-3332714796655267352,-88401345132350016,-106328611191003,-35442870397001,315000000000000,128988867945000,0,0
35,46775,2000,77448495894000,-3434081405990690212,-101366609335422860,126016876490997,42005625496999,50181605607000,127630101501000,0,0
36,48780,2000,-138238356102000,-3516244409462820256,-82163003472130044,-113983123509003,-37994374503001,262759640367000,124521284265000,0,0
37,46215,2000,75339762036000,-3691626442168672872,-175382032705852616,112036162598997,37345387532999,48886723515000,124226485551000,0,0
38,48309,2000,-149417111214000,-3763777730882426940,-72151288713754068,-127963837401003,-42654612467001,270613822437000,121196711223000,0,0
39,42890,2000,59631131511000,-3957088434582875472,-193310703700448532,50929557131997,16976519043999,61485277938000,121116409449000,0,0
40,45798,2000,-7999056219000,-3982621119225049968,-25532684642174496,130929557131997,-63023480956001,127893565758000,119894509539000,0,0
41,0,685,-4882509576000,-3927498565363213987,55122553861835981,210929557131997,-143023480956001,130947432966000,126064923390000,0,0
42,0,56,76408198005000,-3917859504601454027,9639060761759960,440154151146997,-66615282951001,210960000000000,287368198005000,0,0
43,1464,2000,-283456800585000,-3778652316808316091,139207187793137936,200154151146997,-146615282951001,478008034791000,194551234206000,0,0
44,1371,2000,116194998192000,-3410842107509291663,367810209299024428,440154151146997,-66615282951001,223524375816000,339719374008000,0,0
45,2717,2000,-544616705262000,-3276864463870897671,133977643638393992,200154151146997,-146615282951001,840000000000000,295383294738000,0,0
46,0,1196,93119525730000,-3050222349729736307,226642114141161364,440154151146997,-66615282951001,200200618737000,293320144467000,0,0
47,1541,2000,-241829745738000,-2915871167223146319,134351182506589988,200154151146997,-146615282951001,525000000000000,283170254262000,0,0
48,0,1304,93251513628000,-2670503503640693063,245367663582453256,440154151146997,-66615282951001,200245705380000,293497219008000,0,0
49,1395,2000,-335246352336000,-2536152321134103075,134351182506589988,200154151146997,-146615282951001,504000000000000,168753647664000,0,0
50,0,291,93387700665000,-2480316712219146768,55835608914956307,440154151146997,-66615282951001,200167451043000,293555151708000,0,0
51,1501,2000,-320553889320000,-2346712607448948772,133604104770197996,200154151146997,-146615282951001,522288545142000,201734655822000,0,0
52,0,327,93476649168000,-2286723164579872345,59989442869076427,440154151146997,-66615282951001,201200151726000,294676800894000,0,0
53,257,2000,-141114057420000,-2153492598677870345,133230565902002000,200154151146997,-146615282951001,nil,141114057420000,0,0
54,0,102,95815986483000,-2136449823957224399,17042774720645946,440154151146997,-66615282951001,200187627402000,296003613885000,0,0
55,0,221,-356398012383000,-2119486613215877202,16963210741347197,200154151146997,-146615282951001,490121942604000,133723930221000,0,0
56,0,32,117201624981000,-2114259535479485210,5227077736391992,440154151146997,-66615282951001,210000000000000,327201624981000,0,0
57,0,189,-332179114134000,-2100922169265354029,13337366214131181,200154151146997,-146615282951001,465445362081000,133266247947000,0,0
58,2153,2000,204709956750992,-1757900455941075749,343021713324278280,440154151146997,-66615282951001,314509748435008,519219705186000,0,0
59,3570,2000,-209454782439000,-1623175734566289765,134724721374785984,200154151146997,-146615282951001,557711046039000,348256263600000,0,0
60,3329,2000,123446539398000,-1257881852072477149,365293882493812616,440154151146997,-66615282951001,238743648255000,362190187653000,0,0
61,5074,2000,-652074952935000,-1123904208434083157,133977643638393992,200154151146997,-146615282951001,980729083446000,328654130511000,0,0
62,1371,2000,101128301799000,-804974985798003077,318929222636080080,440154151146997,-66615282951001,208232119410000,309360421209000,0,0
63,2966,2000,-259353080931000,-670997342159609085,133977643638393992,200154151146997,-146615282951001,517345871028000,257992790097000,0,0
